,alpha,beta_Mkt-RF,beta_SMB,beta_HML,beta_RMW,beta_CMA,beta_RF
2025-03-13,-0.0588468751369664,0.025694474604322295,0.005887035009216293,-0.0021702359936411515,-0.029050956436546267,-0.006812709276672213,2.7032105042640637
2025-03-14,-0.05974986340070476,0.025793653066734284,0.006669528789236032,-0.0012190280944874687,-0.02981987833309105,-0.005605224187169494,2.734764137500264
2025-03-17,-0.05117332521289786,0.026297933961796353,0.007048748494653978,-8.000367281924166e-05,-0.029810536430183956,-0.004227522511772858,2.254310830021609
2025-03-18,-0.049154751531156116,0.026299212780846147,0.006355957005001807,-0.000940063514101263,-0.02960235145889703,-0.0050439748163872145,2.1582877214515577
2025-03-19,-0.030601216942292453,0.028262953226626038,0.00758767828496696,-0.001601297766331805,-0.028461054387893862,-0.008386358890153628,1.140004963725545
2025-03-20,-0.023117367649088116,0.028271910216533074,0.006991655452766331,-0.001431283285253486,-0.028843573801285834,-0.00845550892208738,0.7238557277052848
2025-03-21,-0.017948786288027208,0.028554123778957795,0.006088301776598623,-0.0006915984021790555,-0.03030355673972978,-0.00772652644654423,0.44667818115544833
2025-03-24,-0.01252749145217269,0.029392409953485753,0.00478701706837046,-0.0006865472208791197,-0.029603168607046045,-0.007289934760487685,0.16492349902949854
2025-03-25,-0.01837483473930268,0.028847017119403434,0.0055339198814647605,-0.0005150377024392659,-0.02988971787623497,-0.006109793715218137,0.4820230114966648
2025-03-26,-0.020184625221727703,0.02877886080069126,0.005648410136258247,-0.0007151633679072233,-0.03015011715657083,-0.00607496844975762,0.5838561688032655
2025-03-27,-0.0212095456072805,0.0289097958399631,0.005709110819048395,-0.000734837299262766,-0.030154199910112464,-0.006151906866716135,0.633628303601057
2025-03-28,-0.01862117735237101,0.028234820717973855,0.005018901907175896,-0.0007650962768673657,-0.030833190409115044,-0.005089959756419321,0.47913998513368483
2025-03-31,-0.013270892771365173,0.028803355604521685,0.004608833984707281,-0.0007213612846905179,-0.029794171285121532,-0.00534091767741373,0.1958117134704196
